"Chinese (Traditional, Simplified, Pinyin, HSK)",Occidental
久 ; 久 ; jiǔ ; HSK3,long (témpor)
舊 ; 旧 ; jiù ; HSK3,old; anteyan; usat
句子 ; 句子 ; jùzi ; HSK3,frase
決定 ; 决定 ; juédìng ; HSK3,decider; resoluer
可愛 ; 可爱 ; kě'ài ; HSK3,pretti; amabil
渴 ; 渴 ; kě ; HSK3,setosi; havent sete
刻 ; 刻 ; kè ; HSK3,quaresim (de un hor); (contator por curt pezzes de témpor); tranchar; ciser
客人 ; 客人 ; kèrén ; HSK3,gast; cliente
空調 ; 空调 ; kōngtiáo ; HSK3,climatisation
口 ; 口 ; kǒu ; HSK3,bocca
哭 ; 哭 ; kū ; HSK3,plorar; lacrimar
褲子 ; 裤子 ; kùzi ; HSK3,pantalones
筷子 ; 筷子 ; kuàizi ; HSK3,bastonettes (por manjar)
藍 ; 蓝 ; lán ; HSK3,blu
老 ; 老 ; lǎo ; HSK3,old; etosi; dur; frequent
離開 ; 离开 ; líkāi ; HSK3,lassar; departer
禮物 ; 礼物 ; lǐwù ; HSK3,don; donation
歷史 ; 历史 ; lìshǐ ; HSK3,historie
臉 ; 脸 ; liǎn ; HSK3,visage
練習 ; 练习 ; liànxí ; HSK3,exercitie; practica
輛 ; 辆 ; liàng ; HSK3,(contator por vehicules)
聊天 ; 聊天 ; liáotiān ; HSK3,babillar
了解 ; 了解 ; liǎojiě ; HSK3,comprender; saver; comprension
鄰居 ; 邻居 ; línjū ; HSK3,vicino/a
留學 ; 留学 ; liúxué ; HSK3,studiar in extrania
樓 ; 楼 ; lóu ; HSK3,etage; edificie con mult etages
綠 ; 绿 ; lǜ ; HSK3,verd
馬 ; 马 ; mǎ ; HSK3,cavalle
馬上 ; 马上 ; mǎshàng ; HSK3,strax
滿意 ; 满意 ; mǎnyì ; HSK3,satisfat; pleset
帽子 ; 帽子 ; màozi ; HSK3,chapel
米 ; 米 ; mǐ ; HSK3,ris; metre
面包 ; 面包 ; miànbāo ; HSK3,bread
明白 ; 明白 ; míngbai ; HSK3,clar; evident; comprender
拿 ; 拿 ; ná ; HSK3,tener in li manu; capter
奶奶 ; 奶奶 ; nǎinai ; HSK3,ava
南 ; 南 ; nán ; HSK3,sud
難 ; 难 ; nán ; HSK3,desfacil
難過 ; 难过 ; nánguò ; HSK3,"esser chagrinat, trist; passar un desfacil témpor"
年級 ; 年级 ; niánjí ; HSK3,gradu; annu (scolari)
年輕 ; 年轻 ; niánqīng ; HSK3,yun
鳥 ; 鸟 ; niǎo ; HSK3,avie
努力 ; 努力 ; nǔlì ; HSK3,laborar dur; penar
爬山 ; 爬山 ; páshān ; HSK3,alpinisme; climbar montes
盤子 ; 盘子 ; pánzi ; HSK3,platil; plate; porta-plate
胖 ; 胖 ; pàng ; HSK3,grassi; grassatri
皮鞋 ; 皮鞋 ; píxié ; HSK3,cutin sapates
啤酒 ; 啤酒 ; píjiǔ ; HSK3,bir
瓶子 ; 瓶子 ; píngzi ; HSK3,botelle
其實 ; 其实 ; qíshí ; HSK3,in fact
其他 ; 其他 ; qítā ; HSK3,altri; altrimen
奇怪 ; 奇怪 ; qíguài ; HSK3,strangi
騎 ; 骑 ; qí ; HSK3,vehicular; cavalcar; seder se sur
起飛 ; 起飞 ; qǐfēi ; HSK3,involar (un aeroplane)
起來 ; 起来 ; qǐlai ; HSK3,(comensant o continuant un action); levar se
清楚 ; 清楚 ; qīngchu ; HSK3,clar; distint; esser clar pri
請假 ; 请假 ; qǐngjià ; HSK3,petir vacanties
秋 ; 秋 ; qiū ; HSK3,autun; témpor de recoltar
裙子 ; 裙子 ; qúnzi ; HSK3,jup
然后 ; 然后 ; ránhòu ; HSK3,poy
熱情 ; 热情 ; rèqíng ; HSK3,cordial; calid; entusiastic
認為 ; 认为 ; rènwéi ; HSK3,creder; pensar que
認真 ; 认真 ; rènzhēn ; HSK3,seriosi; sinceri
容易 ; 容易 ; róngyì ; HSK3,facil; probabil; -aci
如果 ; 如果 ; rúguǒ ; HSK3,si
傘 ; 伞 ; sǎn ; HSK3,parapluvie; parasole
上網 ; 上网 ; shàngwǎng ; HSK3,usar li internet
生氣 ; 生气 ; shēngqì ; HSK3,incolerat
聲音 ; 声音 ; shēngyīn ; HSK3,son; voce
世界 ; 世界 ; shìjiè ; HSK3,munde
試 ; 试 ; shì ; HSK3,provar; examinar; exámine
瘦 ; 瘦 ; shòu ; HSK3,magri
叔叔 ; 叔叔 ; shūshu ; HSK3,plu yun fratre del patre; oncle
舒服 ; 舒服 ; shūfu ; HSK3,comfortabil; sentient bon
樹 ; 树 ; shù ; HSK3,árbor
數學 ; 数学 ; shùxué ; HSK3,matematica
刷牙 ; 刷牙 ; shuāyá ; HSK3,brossar li dentes
雙 ; 双 ; shuāng ; HSK3,du; duplic; (contator por pares)
水平 ; 水平 ; shuǐpíng ; HSK3,nivelle; horizontal
司機 ; 司机 ; sījī ; HSK3,chofero
太陽 ; 太阳 ; tàiyáng ; HSK3,sole
特別 ; 特别 ; tèbié ; HSK3,special; specialmen; particularimen
疼 ; 疼 ; téng ; HSK3,dolore; dolorar; amar tendrimen
提高 ; 提高 ; tígāo ; HSK3,levar; elevar; ameliorar
體育 ; 体育 ; tǐyù ; HSK3,exercitie corporal; sport
甜 ; 甜 ; tián ; HSK3,dulci
條 ; 条 ; tiáo ; HSK3,strie; (contator por objectes long e tenui); parte
同事 ; 同事 ; tóngshì ; HSK3,colaborator
同意 ; 同意 ; tóngyì ; HSK3,acordar; consentir; aprobar
頭發 ; 头发 ; tóufa ; HSK3,capilles (del cap)
突然 ; 突然 ; tūrán ; HSK3,subit; abrupt
圖書館 ; 图书馆 ; túshūguǎn ; HSK3,biblioteca
腿 ; 腿 ; tuǐ ; HSK3,gambe
完成 ; 完成 ; wánchéng ; HSK3,compleer; completar; acompleer
碗 ; 碗 ; wǎn ; HSK3,scudelle; tasse
萬 ; 万 ; wàn ; HSK3,deci mill
忘記 ; 忘记 ; wàngjì ; HSK3,obliviar
為 ; 为 ; wèi ; HSK3,por; pro; a
為了 ; 为了 ; wèile ; HSK3,por; por li motive de
位 ; 位 ; wèi ; HSK3,position; location; (contator polit por persones)
文化 ; 文化 ; wénhuà ; HSK3,cultura; civilisation
西 ; 西 ; xī ; HSK3,west
習慣 ; 习惯 ; xíguàn ; HSK3,hábitu; esser acustomat a; usu
洗手間 ; 洗手间 ; xǐshǒujiān ; HSK3,wc; closette
洗澡 ; 洗澡 ; xǐzǎo ; HSK3,balnear; duchar
夏 ; 夏 ; xià ; HSK3,estive
先 ; 先 ; xiān ; HSK3,prim; tost; ante
相信 ; 相信 ; xiāngxìn ; HSK3,creder (alquem); esser convictet pri
香蕉 ; 香蕉 ; xiāngjiāo ; HSK3,banane
向 ; 向 ; xiàng ; HSK3,direction; vers; tornar se; frontar
像 ; 像 ; xiàng ; HSK3,similar; aparentie; aspecte
小心 ; 小心 ; xiǎoxīn ; HSK3,esser caut
校長 ; 校长 ; xiàozhǎng ; HSK3,"principale (de un scol, universitá); presidente"
新聞 ; 新闻 ; xīnwén ; HSK3,novas
新鮮 ; 新鲜 ; xīnxiān ; HSK3,"frisc (experientie, manjage, etc.); nov"
信用卡 ; 信用卡 ; xìnyòngkǎ ; HSK3,carte de credite
行李箱 ; 行李箱 ; xínglǐxiāng ; HSK3,coffre; valise
熊貓 ; 熊猫 ; xióngmāo ; HSK3,panda
需要 ; 需要 ; xūyào ; HSK3,besonar; voler; demandar
選擇 ; 选择 ; xuǎnzé ; HSK3,selecter
要求 ; 要求 ; yāoqiú ; HSK3,demandar; exiger; postulation
爺爺 ; 爷爷 ; yéye ; HSK3,avo (patre de patre)
一般 ; 一般 ; yìbān ; HSK3,general; ordinari; comun; sam
一邊 ; 一边 ; yìbiān ; HSK3,un látere; ye un látere; al sam témpor
一定 ; 一定 ; yídìng ; HSK3,cert; necessimen; definit
一共 ; 一共 ; yígòng ; HSK3,in tot
一會兒 ; 一会儿 ; yíhuìr ; HSK3,un moment; un poc témpor
一樣 ; 一样 ; yíyàng ; HSK3,sam; simil; egal a
一直 ; 一直 ; yìzhí ; HSK3,sempre; rect (sequente un rect linea)
以前 ; 以前 ; yǐqián ; HSK3,ante; anteyan
音樂 ; 音乐 ; yīnyuè ; HSK3,musica
銀行 ; 银行 ; yínháng ; HSK3,bank
飲料 ; 饮料 ; yǐnliào ; HSK3,trincage
應該 ; 应该 ; yīnggāi ; HSK3,deve; vell dever
影響 ; 影响 ; yǐngxiǎng ; HSK3,influentie; efecter
用 ; 用 ; yòng ; HSK3,usar
游戲 ; 游戏 ; yóuxì ; HSK3,lude; recreation
有名 ; 有名 ; yǒumíng ; HSK3,famosi; largmen conosset
又 ; 又 ; yòu ; HSK3,denov; anc; ambi
遇到 ; 遇到 ; yùdào ; HSK3,incontrar; colider con
元 ; 元 ; yuán ; HSK3,yuan (pecunie chinés); dóllar; prim; principal
願意 ; 愿意 ; yuànyì ; HSK3,esser voluntari; voler; esser pret
月亮 ; 月亮 ; yuèliang ; HSK3,li lune
越 ; 越 ; yuè ; HSK3,mem plu; plu…plu; exceder
站 ; 站 ; zhàn ; HSK3,star; un station; star sur li pedes; centre de servicie
張 ; 张 ; zhāng ; HSK3,(contator por plat objectes); expander se
"長 ; 长 ; cháng, zhǎng ; HSK3",long; longore | crescer; chef
著急 ; 着急 ; zháojí ; HSK3,suciar se; esser anxiosi
照顧 ; 照顾 ; zhàogu ; HSK3,cuidar pri; dar consideration/indulgentie
照片 ; 照片 ; zhàopiàn ; HSK3,pictura; foto
照相機 ; 照相机 ; zhàoxiàngjī ; HSK3,cámera
"隻 ; 只 ; zhī, zhǐ ; HSK3",ma; solmen | (contator por avies e cert animales)
隻有 ; 只有 ; zhǐyǒu ; HSK3,solmen
才 ; 才 ; cái ; HSK3,habilitá; ante ne long; ne ante
中間 ; 中间 ; zhōngjiān ; HSK3,centre; medie; inter
中文 ; 中文 ; Zhōngwén ; HSK3,lingue chinés
終於 ; 终于 ; zhōngyú ; HSK3,in fine; ye li fine
種 ; 种 ; zhǒng ; HSK3,tip; rasse; seme
重要 ; 重要 ; zhòngyào ; HSK3,important; significant; majori
周末 ; 周末 ; zhōumò ; HSK3,fine de semane
主要 ; 主要 ; zhǔyào ; HSK3,chef; principal; majori
注意 ; 注意 ; zhùyì ; HSK3,atenter; esser caut
自己 ; 自己 ; zìjǐ ; HSK3,self; se self
自行車 ; 自行车 ; zìxíngchē ; HSK3,bicicle
總是 ; 总是 ; zǒngshì ; HSK3,sempre; in fine
嘴 ; 嘴 ; zuǐ ; HSK3,bocca
最后 ; 最后 ; zuìhòu ; HSK3,ultim; ultimmen
最近 ; 最近 ; zuìjìn ; HSK3,recentmen; in ti-ci dies
作業 ; 作业 ; zuòyè ; HSK3,tache hematri (por eleves); deventies; tache
愛情 ; 爱情 ; àiqíng ; HSK4,(romantic) amore
安排 ; 安排 ; ānpái ; HSK4,arangear; planar
安全 ; 安全 ; ānquán ; HSK4,secur; securitá
按時 ; 按时 ; ànshí ; HSK4,in just témpor; secun li plan temporal
按照 ; 按照 ; ànzhào ; HSK4,secun; sequente
百分之 ; 百分之 ; bǎifēnzhī ; HSK4,percent
棒 ; 棒 ; bàng ; HSK4,baston; club; bonissim
包子 ; 包子 ; bāozi ; HSK4,baozi (panette vaporeat e stuffat)
保護 ; 保护 ; bǎohù ; HSK4,protecter; defender
保證 ; 保证 ; bǎozhèng ; HSK4,garantir; far cert
報名 ; 报名 ; bào míng ; HSK4,candidatar se; inscrir su nómine
抱 ; 抱 ; bào ; HSK4,tener; inbrassar; tener in li armes; lullar
抱歉 ; 抱歉 ; bàoqiàn ; HSK4,regretar; excusar se
倍 ; 倍 ; bèi ; HSK4,-plic; vezes (multiplicatori)
本來 ; 本来 ; běnlái ; HSK4,originalmen; in prim
笨 ; 笨 ; bèn ; HSK4,stupid; foll; ínhabil
比如 ; 比如 ; bǐrú ; HSK4,por exemple; tal(es) quam
畢業 ; 毕业 ; bì yè ; HSK4,graduar; ganiar un gradu scolari/universitari
遍 ; 遍 ; biàn ; HSK4,un vez; omniloc; torne (contator por vezes o tornes)
標准 ; 标准 ; biāozhǔn ; HSK4,(un oficial) standard; norme; criterie
表格 ; 表格 ; biǎogé ; HSK4,formul (document)
表示 ; 表示 ; biǎoshì ; HSK4,expresser; monstrar; indicar
表演 ; 表演 ; biǎoyǎn ; HSK4,"performar; luder (in un teatre, etc.)"
表揚 ; 表扬 ; biǎoyáng ; HSK4,laudar; recomendar
餅幹 ; 饼干 ; bǐnggān ; HSK4,biscuit; craca-bonbon
並且 ; 并且 ; bìngqiě ; HSK4,e; in plu; ultra
博士 ; 博士 ; bóshì ; HSK4,doctor; PhD
不得不 ; 不得不 ; bù dé bù ; HSK4,dever; haver null alternative; ne posser ne
不管 ; 不管 ; bùguǎn ; HSK4,sin egarda a
不過 ; 不过 ; búguò ; HSK4,solmen; ma; támen
不僅 ; 不仅 ; bùjǐn ; HSK4,ne solmen
部分 ; 部分 ; bùfen ; HSK4,parte; section
擦 ; 擦 ; cā ; HSK4,essuyar; polir; frottar
猜 ; 猜 ; cāi ; HSK4,divinar
材料 ; 材料 ; cáiliào ; HSK4,materiale
參觀 ; 参观 ; cānguān ; HSK4,"visitar (un loc turistic, etc.); inspecter"
餐廳 ; 餐厅 ; cāntīng ; HSK4,manjatoria; cafeería; restaurante
廁所 ; 厕所 ; cèsuǒ ; HSK4,wc; toilette
差不多 ; 差不多 ; chàbuduō ; HSK4,presc; presc sam
長城 ; 长城 ; chángchéng ; HSK4,li Grand Mur
長江 ; 长江 ; Chángjiāng ; HSK4,li Rivere Yangtze / Changjiang
嘗 ; 尝 ; cháng ; HSK4,gustar; guste; (indica li passate)
場 ; 场 ; chǎng ; HSK4,"corte; loc; agre; (contator por ludes, presentationes, etc.)"
超過 ; 超过 ; chāoguò ; HSK4,superar; exceder
成功 ; 成功 ; chénggōng ; HSK4,successe; successer
成爲 ; 成为 ; chéngwéi ; HSK4,devenir
誠實 ; 诚实 ; chéngshí ; HSK4,honest; honorabil
乘坐 ; 乘坐 ; chéngzuò ; HSK4,cavalcar; vehicular; intrar (un vehicul)
吃驚 ; 吃惊 ; chī jīng ; HSK4,esser surprisat / chocat / astonat
重新 ; 重新 ; chóngxīn ; HSK4,denov; un vez plu
抽煙 ; 抽烟 ; chōuyān ; HSK4,"fumar (un cigarette, pipe, etc.)"
出差 ; 出差 ; chū chāi ; HSK4,viagear por aferes
出發 ; 出发 ; chūfā ; HSK4,comensar; departer
出生 ; 出生 ; chūshēng ; HSK4,nascer
出現 ; 出现 ; chūxiàn ; HSK4,aparir; emerser
廚房 ; 厨房 ; chúfáng ; HSK4,cocina
傳真 ; 传真 ; chuánzhēn ; HSK4,fax; facsimile
窗戶 ; 窗户 ; chuānghu ; HSK4,fenestre
詞語 ; 词语 ; cíyǔ ; HSK4,paroles e expressiones; términos
從來 ; 从来 ; cónglái ; HSK4,sempre
粗心 ; 粗心 ; cūxīn ; HSK4,ínatentiv; negligent
存 ; 存 ; cún ; HSK4,exister; deposir; provisionar
錯誤 ; 错误 ; cuòwù ; HSK4,erra; miscomprense; miscomprendet
答案 ; 答案 ; dá'àn ; HSK4,response; solution
打扮 ; 打扮 ; dǎban ; HSK4,ornar se; maquilar se; aplicar cosmetico
打擾 ; 打扰 ; dǎrǎo ; HSK4,disturbar
打印 ; 打印 ; dǎyìn ; HSK4,printar
打招呼 ; 打招呼 ; dǎzhāohu ; HSK4,notificar; salutar; informar
打折 ; 打折 ; dǎzhé ; HSK4,vendir con disconto
打針 ; 打针 ; dǎzhēn ; HSK4,injecter; reciver un injection
大概 ; 大概 ; dàgài ; HSK4,probabilmen; circa; aproximativmen
大使館 ; 大使馆 ; dàshǐguǎn ; HSK4,ambassade
大約 ; 大约 ; dàyuē ; HSK4,aproximativmen; circa
大夫 ; 大夫 ; dàifu ; HSK4,medico; doctor
戴 ; 戴 ; dài ; HSK4,vestir; metter; respectar
當 ; 当 ; dāng ; HSK4,deve; acter quam; laborar quam; egalar; (son de cloches)
當時 ; 当时 ; dāngshí ; HSK4,tande; ye ti témpor; durant que
刀 ; 刀 ; dāo ; HSK4,cultelle; lame
導遊 ; 导游 ; dǎoyóu ; HSK4,guide turistic
到處 ; 到处 ; dàochù ; HSK4,omniloc; partú
到底 ; 到底 ; dào dǐ ; HSK4,in summa; in li fine (usat in questiones)
"倒 ; 倒 ; dǎo, dào ; HSK4",crular; cader; fallir; exchangear | versar; in contrari al expectationes
道歉 ; 道歉 ; dàoqiàn ; HSK4,petir pardon; excusar se
得意 ; 得意 ; déyì ; HSK4,orgolliosi; self-satisfat
得 ; 得 ; de ; HSK4,(particul complementari)
登機牌 ; 登机牌 ; dēngjīpái ; HSK4,passe por abordar
等 ; 等 ; děng ; HSK4,atender; rang; egal; etc.; e altri tal coses
低 ; 低 ; dī ; HSK4,bass; abassar (su cap); clinar se
底 ; 底 ; dǐ ; HSK4,funde; base
地點 ; 地点 ; dìdiǎn ; HSK4,loc; location
地球 ; 地球 ; dìqiú ; HSK4,Terra; planete
地址 ; 地址 ; dìzhǐ ; HSK4,adresse
調查 ; 调查 ; diàochá ; HSK4,investigar; investigation; inqueste
掉 ; 掉 ; diào ; HSK4,lassar cader; cader
丟 ; 丢 ; diū ; HSK4,perdir alquo; jettar; escartar
動作 ; 动作 ; dòngzuò ; HSK4,movement; motion; action
堵車 ; 堵车 ; dǔchē ; HSK4,congestion (de trafic)
肚子 ; 肚子 ; dùzi ; HSK4,ventre; abdómine; stomac
短信 ; 短信 ; duǎnxìn ; HSK4,textu-missage
對話 ; 对话 ; duìhuà ; HSK4,dialogue; conversation
對面 ; 对面 ; duìmiàn ; HSK4,contrari; oposit; al altri látere
對于 ; 对于 ; duìyú ; HSK4,pri; regardante; por
兒童 ; 儿童 ; értóng ; HSK4,infante
而 ; 而 ; ér ; HSK4,e; ma; ancor; durant
發生 ; 发生 ; fāshēng ; HSK4,evenir
發展 ; 发展 ; fāzhǎn ; HSK4,developar; developament; crescentie
法律 ; 法律 ; fǎlǜ ; HSK4,lege; statute
翻譯 ; 翻译 ; fānyì ; HSK4,traducter; traduction; interpreter
煩惱 ; 烦恼 ; fánnǎo ; HSK4,sucient; vexat
反對 ; 反对 ; fǎnduì ; HSK4,oposir; luctar contra
方法 ; 方法 ; fāngfǎ ; HSK4,metode; medie
方面 ; 方面 ; fāngmiàn ; HSK4,aspecte; látere
方向 ; 方向 ; fāngxiàng ; HSK4,direction; orientation
房東 ; 房东 ; fángdōng ; HSK4,proprietario (de un dom)
放棄 ; 放弃 ; fàngqì ; HSK4,abandonar; renounciar
放暑假 ; 放暑假 ; fàng shǔjià ; HSK4,passar li vacanties estival
放松 ; 放松 ; fàngsōng ; HSK4,relaxar; laxar; alaxar
份 ; 份 ; fèn ; HSK4,"parte; portion; (contator por documentes, paperes, postos de labor, etc.)"
豐富 ; 丰富 ; fēngfù ; HSK4,rich; inrichar; abundant
否則 ; 否则 ; fǒuzé ; HSK4,si no; altrimen
符合 ; 符合 ; fúhé ; HSK4,"sequente, secun"
父親 ; 父亲 ; fùqin ; HSK4,patre
付款 ; 付款 ; fù kuǎn ; HSK4,payar
負責 ; 负责 ; fùzé ; HSK4,responsabil por (alquo); in servicie a
複印 ; 复印 ; fùyìn ; HSK4,fotocopiar; duplicate
複雜 ; 复杂 ; fùzá ; HSK4,complicat; complex
富 ; 富 ; fù ; HSK4,rich; opulent
改變 ; 改变 ; gǎibiàn ; HSK4,changear; alterar; transformar
幹杯 ; 干杯 ; gān bēi ; HSK4,toste; tostar; trinca bon!
趕 ; 赶 ; gǎn ; HSK4,rejunter se con; atinger; expulser
敢 ; 敢 ; gǎn ; HSK4,audaciar
感動 ; 感动 ; gǎndòng ; HSK4,emoer se; atendrir se
感覺 ; 感觉 ; gǎnjué ; HSK4,sentir; devenir conscient; sentiment
感情 ; 感情 ; gǎnqíng ; HSK4,sentiment; emotion; sensation
感謝 ; 感谢 ; gǎnxiè ; HSK4,mersiar; esser grat
幹 ; 干 ; gān ; HSK4,concerner; scude; sicc; nett
剛 ; 刚 ; gāng ; HSK4,just nu; recentmen; firm
高速公路 ; 高速公路 ; gāosù gōnglù ; HSK4,autostrade
胳膊 ; 胳膊 ; gēbo ; HSK4,brasse
各 ; 各 ; gè ; HSK4,chascun; omni
工資 ; 工资 ; gōngzī ; HSK4,salarie; ganie
公裏 ; 公里 ; gōnglǐ ; HSK4,kilometre
功夫 ; 功夫 ; gōngfu ; HSK4,kung fu; habilitá; arte; labor
共同 ; 共同 ; gòngtóng ; HSK4,junt; comun
購物 ; 购物 ; gòuwù ; HSK4,comprar; ear comprar
夠 ; 够 ; gòu ; HSK4,sat; atinger
估計 ; 估计 ; gūjì ; HSK4,aprisar; estimar
鼓勵 ; 鼓励 ; gǔlì ; HSK4,incoragear; inspirar
故意 ; 故意 ; gùyì ; HSK4,deliberatmen; intentionat
顧客 ; 顾客 ; gùkè ; HSK4,cliente; comprator
挂 ; 挂 ; guà ; HSK4,apender; suspender
關鍵 ; 关键 ; guānjiàn ; HSK4,decisiv; pivotal
觀衆 ; 观众 ; guānzhòng ; HSK4,spectator; audientie
管理 ; 管理 ; guǎnlǐ ; HSK4,supervider; gerer
光 ; 光 ; guāng ; HSK4,lúmine; radie; clar; solmen; expenset; consumat
廣播 ; 广播 ; guǎngbō ; HSK4,difuser; sur radio-difusion
廣告 ; 广告 ; guǎnggào ; HSK4,reclam; anuncie
逛 ; 逛 ; guàng ; HSK4,vagar; visitar; far fenestre-compras (vider ma ne comprar)
規定 ; 规定 ; guīdìng ; HSK4,regulation; stipular; fixar
國籍 ; 国籍 ; guójí ; HSK4,nationalitá
國際 ; 国际 ; guójì ; HSK4,international
果汁 ; 果汁 ; guǒzhī ; HSK4,succ de fructe
過程 ; 过程 ; guòchéng ; HSK4,cursu de evenimentes; processe
海洋 ; 海洋 ; hǎiyáng ; HSK4,ocean
害羞 ; 害羞 ; hài xiū ; HSK4,rubijar; timid
寒假 ; 寒假 ; hánjià ; HSK4,vacanties hivernal
汗 ; 汗 ; hàn ; HSK4,sudore; sudar; Khan
航班 ; 航班 ; hángbān ; HSK4,vola (de avion); numeró de vola
好處 ; 好处 ; hǎochu ; HSK4,beneficie; avantage
好像 ; 好像 ; hǎoxiàng ; HSK4,just quam; semblar esser
號碼 ; 号码 ; hàomǎ ; HSK4,numeró
合格 ; 合格 ; hégé ; HSK4,qualificat; compleent li norme
合適 ; 合适 ; héshì ; HSK4,convenent; scope-conform
盒子 ; 盒子 ; hézi ; HSK4,buxe
後悔 ; 后悔 ; hòuhuǐ ; HSK4,regretar; repenter
厚 ; 厚 ; hòu ; HSK4,spess (por plat coses); generosi
互聯網 ; 互联网 ; Hùliánwǎng ; HSK4,Internet
互相 ; 互相 ; hùxiāng ; HSK4,reciproc; con unaltru
護士 ; 护士 ; hùshi ; HSK4,maladera/o; garda-malade
懷疑 ; 怀疑 ; huáiyí ; HSK4,dubitar; suspecter; esser skeptic
回憶 ; 回忆 ; huíyì ; HSK4,rememorar; revocar in mente
活動 ; 活动 ; huódòng ; HSK4,activitá; exercitie; circummovar
活潑 ; 活泼 ; huópo ; HSK4,vivaci
火 ; 火 ; huǒ ; HSK4,foy
獲得 ; 获得 ; huòdé ; HSK4,obtener; aquisir
積極 ; 积极 ; jījí ; HSK4,activ; positiv; energic
積累 ; 积累 ; jīlěi ; HSK4,acumular; acumulation
基礎 ; 基础 ; jīchǔ ; HSK4,base; fundament
激動 ; 激动 ; jīdòng ; HSK4,excitar; agitar
及時 ; 及时 ; jíshí ; HSK4,in just témpor; prompt; sin tarde
即使 ; 即使 ; jíshǐ ; HSK4,mem si; etsi; benque
計劃 ; 计划 ; jìhuà ; HSK4,plan; project
記者 ; 记者 ; jìzhě ; HSK4,raportero; jurnalist
技術 ; 技术 ; jìshù ; HSK4,tecnologie; habilitá
既然 ; 既然 ; jìrán ; HSK4,pro que; vidente que
繼續 ; 继续 ; jìxù ; HSK4,continuar; durar; proceder
寄 ; 寄 ; jì ; HSK4,inviar per posta
加班 ; 加班 ; jiā bān ; HSK4,laborar ultrahoralmen
加油站 ; 加油站 ; jiāyóuzhàn ; HSK4,benzin-station; benzinería; station de servicie
家具 ; 家具 ; jiājù ; HSK4,mobles
"假 ; 假 ; jiǎ, jià ; HSK4",fals; si; pruntar | vacanties
價格 ; 价格 ; jiàgé ; HSK4,precie
堅持 ; 坚持 ; jiānchí ; HSK4,persister in; perseverer
減肥 ; 减肥 ; jiǎnféi ; HSK4,perdir pesa
減少 ; 减少 ; jiǎnshǎo ; HSK4,reducter; diminuer
建議 ; 建议 ; jiànyì ; HSK4,proposir; suggester; recomandar
將來 ; 将来 ; jiānglái ; HSK4,li futur
獎金 ; 奖金 ; jiǎngjīn ; HSK4,bonus
降低 ; 降低 ; jiàngdī ; HSK4,reducter; abassar
降落 ; 降落 ; jiàngluò ; HSK4,descender; aterrar
交 ; 交 ; jiāo ; HSK4,delivrar; intersecter; payar; amicitá
交流 ; 交流 ; jiāoliú ; HSK4,comuniicar; exchangear; dar e reciver; interaction; alternar
交通 ; 交通 ; jiāotōng ; HSK4,trafic; transportation
郊區 ; 郊区 ; jiāoqū ; HSK4,suburbe; periferie
驕傲 ; 骄傲 ; jiāo'ào ; HSK4,orgolliosi; superb; vanitosi
餃子 ; 饺子 ; jiǎozi ; HSK4,gyoza
教授 ; 教授 ; jiàoshòu ; HSK4,professor; instructer; far un discurse
教育 ; 教育 ; jiàoyù ; HSK4,education
接受 ; 接受 ; jiēshòu ; HSK4,"accepter; receiver (un honor, etc.)"
接著 ; 接着 ; jiēzhe ; HSK4,continuar; capter; sequer
節 ; 节 ; jié ; HSK4,section; parte; festa; integritá moral; (contator por periodes scolari)
節約 ; 节约 ; jiéyuē ; HSK4,frugal; sparniar
結果 ; 结果 ; jiéguǒ ; HSK4,resulte; in fine
解釋 ; 解释 ; jiěshì ; HSK4,explicar
